category,description,severity,latitude,longitude,timestamp,zone
Comportamiento sospechoso,Un ladrón parecían sospechosos a una mujer en vía pública,bajo,4.8376128,-74.0597532,2026-05-07T03:44:40.635816,
Comportamiento sospechoso,Un hombre parecían sospechosos a varias personas frente a un comercio,bajo,4.8816198,-74.0717415,2026-05-01T22:44:40.636815,
Comportamiento sospechoso,Dos sujetos parecían sospechosos a un estudiante frente a un comercio,bajo,4.876940673494933,-74.04231520349273,2026-05-09T18:44:40.638815,Casco urbano de Calahorra
Otro,Un tipo hicieron ruido a varias personas frente a un comercio,bajo,4.8504598,-74.0792694,2026-05-14T01:44:40.640815,
Vandalismo,Un hombre parecían sospechosos a un estudiante en vía pública,bajo,4.874395,-74.0044445,2026-05-09T17:44:40.642816,
Hurto,Un grupo de personas parecían sospechosos a varias personas frente a un comercio,bajo,4.9010197602597705,-74.0590306540888,2026-04-25T08:44:40.644814,Fagua
Vandalismo,Un ladrón parecían sospechosos a una mujer en vía pública,bajo,4.88004999974521,-74.03659738153428,2026-05-11T16:44:40.646817,Bojacá
Comportamiento sospechoso,Un hombre parecían sospechosos a un estudiante en zona residencial,bajo,4.897733263021551,-74.05316726298656,2026-05-20T06:44:40.648807,Fagua
Vandalismo,Un grupo de personas hicieron ruido a una mujer en vía pública,bajo,4.874395,-74.0044445,2026-04-25T23:44:40.651160,
Hurto,Dos sujetos merodeaban a un ciudadano en vía pública,bajo,4.8504598,-74.0792694,2026-05-11T03:44:40.654529,
Comportamiento sospechoso,Dos sujetos parecían sospechosos a una mujer cerca del parque,bajo,4.856023342784777,-74.08034427854282,2026-04-23T12:44:40.656584,Cerca de Piedra
Hurto,Un grupo de personas merodeaban a una mujer cerca del parque,bajo,4.864003070189819,-74.01157230848175,2026-04-27T21:44:40.659585,Yerbabuena
Comportamiento sospechoso,Un hombre hicieron ruido a un estudiante cerca del parque,bajo,4.874395,-74.0044445,2026-04-27T07:44:40.662586,
Hurto,Dos sujetos parecían sospechosos a varias personas cerca del parque,bajo,4.8419477,-74.0227978,2026-05-09T17:44:40.665586,
Hurto,Un ladrón merodeaban a un estudiante en vía pública,bajo,4.856187507447012,-74.07974405356781,2026-05-18T19:44:40.667586,Cerca de Piedra
Otro,Un hombre parecían sospechosos a varias personas cerca del parque,bajo,4.8816198,-74.0717415,2026-05-03T23:44:40.669695,
Otro,Un ladrón hicieron ruido a varias personas en vía pública,bajo,4.82329305570123,-74.01992730128562,2026-05-14T08:44:40.671695,Fusca
Comportamiento sospechoso,Un hombre parecían sospechosos a un estudiante en zona residencial,bajo,4.85046375534735,-74.07642934250545,2026-05-16T19:44:40.675696,Cerca de Piedra
Otro,Un ladrón parecían sospechosos a varias personas cerca del parque,bajo,4.847135073107091,-74.05829514335814,2026-04-30T07:44:40.677814,Casco urbano de Chía
Vandalismo,Un grupo de personas hicieron ruido a un ciudadano en zona residencial,bajo,4.8600496035309595,-74.06677091532043,2026-05-02T00:44:40.681762,Casco urbano de Chía
Hurto,Dos sujetos hicieron ruido a varias personas en vía pública,bajo,4.858566055503272,-74.01459019127121,2026-05-10T00:44:40.685929,Fusca
Otro,Un ladrón parecían sospechosos a una mujer en zona residencial,bajo,4.8419477,-74.0227978,2026-05-13T15:44:40.688392,
Comportamiento sospechoso,Un grupo de personas merodeaban a un estudiante frente a un comercio,bajo,4.8504598,-74.0792694,2026-05-02T09:44:40.689525,
Comportamiento sospechoso,Un tipo hicieron ruido a un estudiante frente a un comercio,bajo,4.8419477,-74.0227978,2026-05-13T18:44:40.691955,
Hurto,Dos sujetos parecían sospechosos a varias personas en vía pública,bajo,4.8419477,-74.0227978,2026-04-27T00:44:40.694109,
Vandalismo,Un tipo parecían sospechosos a un ciudadano cerca del parque,bajo,4.866894155249862,-74.06420515561572,2026-04-26T10:44:40.696110,Casco urbano de Chía
Otro,Un ladrón parecían sospechosos a un estudiante en vía pública,bajo,4.8376128,-74.0597532,2026-05-11T13:44:40.698111,
Hurto,Un ladrón hicieron ruido a varias personas frente a un comercio,bajo,4.858329738138974,-74.086436731433,2026-05-13T07:44:40.700453,Fonquetá
Comportamiento sospechoso,Un tipo hicieron ruido a varias personas en vía pública,bajo,4.877239559764004,-74.07471031841241,2026-05-19T01:44:40.702453,Tiquiza
Otro,Un grupo de personas hicieron ruido a un estudiante en vía pública,bajo,4.8612776,-74.0601998,2026-05-07T18:44:40.704461,
Otro,Un ladrón merodeaban a un estudiante cerca del parque,bajo,4.855854822939513,-74.00897641740035,2026-05-08T16:44:40.707580,Yerbabuena
Otro,Un ladrón merodeaban a varias personas frente a un comercio,bajo,4.8951559,-74.0639061,2026-05-03T16:44:40.710572,
Vandalismo,Un tipo hicieron ruido a un estudiante en zona residencial,bajo,4.8816198,-74.0717415,2026-04-24T02:44:40.713571,
Vandalismo,Un tipo hicieron ruido a una mujer frente a un comercio,bajo,4.8419477,-74.0227978,2026-05-15T02:44:40.715572,
Otro,Un tipo hicieron ruido a un estudiante cerca del parque,bajo,4.8634708,-74.0766704,2026-05-02T04:44:40.717572,
Comportamiento sospechoso,Un hombre parecían sospechosos a una mujer cerca del parque,bajo,4.900115415971231,-74.07667358946829,2026-05-07T05:44:40.721140,Fagua
Vandalismo,Un ladrón merodeaban a varias personas en zona residencial,bajo,4.875932067944109,-74.06573899330536,2026-05-03T14:44:40.723958,Tiquiza
Comportamiento sospechoso,Un grupo de personas hicieron ruido a varias personas en zona residencial,bajo,4.8816198,-74.0717415,2026-05-15T11:44:40.725958,
Vandalismo,Un tipo parecían sospechosos a una mujer frente a un comercio,bajo,4.8733286,-74.071861,2026-04-28T05:44:40.728956,
Otro,Dos sujetos hicieron ruido a un estudiante frente a un comercio,bajo,4.8816198,-74.0717415,2026-04-26T08:44:40.732328,
Hurto,Dos sujetos parecían sospechosos a un ciudadano en zona residencial,bajo,4.8951559,-74.0639061,2026-05-16T13:44:40.734326,
Hurto,Un ladrón merodeaban a un ciudadano cerca del parque,bajo,4.874395,-74.0044445,2026-05-09T11:44:40.737327,
Otro,Un hombre merodeaban a varias personas en vía pública,bajo,4.8733286,-74.071861,2026-05-09T07:44:40.740327,
Comportamiento sospechoso,Dos sujetos parecían sospechosos a un ciudadano en vía pública,bajo,4.833387284083156,-74.03183968965389,2026-04-26T07:44:40.743326,Fusca
Otro,Un ladrón merodeaban a varias personas en zona residencial,bajo,42.50668163121304,0.47083678608208784,2026-05-09T01:44:40.746918,Chía
Otro,Un ladrón hicieron ruido a varias personas en zona residencial,bajo,4.8612776,-74.0601998,2026-05-15T22:44:40.748932,
Otro,Un tipo hicieron ruido a un estudiante en zona residencial,bajo,4.8951559,-74.0639061,2026-04-27T05:44:40.751933,
Comportamiento sospechoso,Un grupo de personas parecían sospechosos a varias personas frente a un comercio,bajo,4.8419477,-74.0227978,2026-04-26T13:44:40.755934,
Vandalismo,Un grupo de personas merodeaban a una mujer en vía pública,bajo,4.8504598,-74.0792694,2026-04-28T14:44:40.758935,
Otro,Un hombre hicieron ruido a varias personas en vía pública,bajo,4.890140515972604,-74.06751696206804,2026-05-04T21:44:40.761935,Fagua
Comportamiento sospechoso,Un hombre merodeaban a un ciudadano en vía pública,bajo,4.872195648295729,-74.07648900926523,2026-05-22T03:44:40.764932,Fonquetá
Vandalismo,Un grupo de personas merodeaban a un estudiante en vía pública,bajo,4.848440130381295,-74.0761685923283,2026-05-12T18:44:40.766929,Cerca de Piedra
Vandalismo,Dos sujetos hicieron ruido a varias personas cerca del parque,bajo,4.8795697,-74.0433843,2026-04-27T13:44:40.768931,
Vandalismo,Un grupo de personas parecían sospechosos a una mujer en vía pública,bajo,4.874395,-74.0044445,2026-04-26T13:44:40.771338,
Vandalismo,Un tipo hicieron ruido a un ciudadano en vía pública,bajo,4.8634708,-74.0766704,2026-04-24T11:44:40.773379,
Vandalismo,Un ladrón hicieron ruido a un ciudadano en zona residencial,bajo,4.8816198,-74.0717415,2026-05-12T04:44:40.774893,
Hurto,Un ladrón parecían sospechosos a un estudiante frente a un comercio,bajo,4.8504598,-74.0792694,2026-05-03T06:44:40.777908,
Comportamiento sospechoso,Un tipo parecían sospechosos a una mujer cerca del parque,bajo,4.8733286,-74.071861,2026-05-17T03:44:40.780279,
Comportamiento sospechoso,Un grupo de personas parecían sospechosos a un estudiante frente a un comercio,bajo,4.88485465192933,-74.06678287707098,2026-05-19T21:44:40.782280,Fagua
Hurto,Un hombre merodeaban a un ciudadano en zona residencial,bajo,4.900291582230943,-74.06209303111548,2026-04-27T17:44:40.784279,Fagua
Comportamiento sospechoso,Dos sujetos hicieron ruido a un ciudadano frente a un comercio,bajo,4.8660334,-74.0306281,2026-04-23T17:44:40.786280,
Comportamiento sospechoso,Un hombre merodeaban a varias personas en zona residencial,bajo,4.835171251620226,-74.03313301057756,2026-05-04T03:44:40.790281,Fusca
Hurto,Dos sujetos parecían sospechosos a una mujer en zona residencial,bajo,4.8660334,-74.0306281,2026-05-18T02:44:40.793351,
Comportamiento sospechoso,Un hombre hicieron ruido a una mujer en vía pública,bajo,4.873349599191127,-74.07268170688104,2026-05-11T02:44:40.796353,Fonquetá
Comportamiento sospechoso,Un grupo de personas merodeaban a una mujer cerca del parque,bajo,4.870576049102731,-74.07400513137617,2026-04-25T11:44:40.800352,Fonquetá
Hurto,Un hombre merodeaban a un estudiante cerca del parque,bajo,4.855730950491584,-74.04424950076942,2026-05-01T16:44:40.803353,Chía
Otro,Un grupo de personas parecían sospechosos a varias personas cerca del parque,bajo,4.857169613270164,-74.07130076213643,2026-05-16T16:44:40.806354,Fonquetá
Comportamiento sospechoso,Un grupo de personas parecían sospechosos a varias personas cerca del parque,bajo,4.857048038340761,-74.02324840707264,2026-04-23T03:44:40.810355,Fusca
Comportamiento sospechoso,Un hombre merodeaban a una mujer en vía pública,bajo,4.875990018860448,-74.08134348332656,2026-05-05T20:44:40.813355,Tiquiza
Hurto,Un ladrón hicieron ruido a un ciudadano en zona residencial,bajo,4.8951559,-74.0639061,2026-05-13T22:44:40.816352,
Otro,Un ladrón merodeaban a una mujer cerca del parque,bajo,4.8795697,-74.0433843,2026-04-27T13:44:40.818350,
Otro,Un tipo hicieron ruido a varias personas en zona residencial,bajo,4.909105947617034,-74.06942804631298,2026-05-16T08:44:40.820579,Fagua
Comportamiento sospechoso,Dos sujetos hicieron ruido a un estudiante en vía pública,bajo,42.542110319642525,0.44416317187555665,2026-05-06T13:44:40.823847,Chía
Hurto,Un hombre hicieron ruido a varias personas en zona residencial,bajo,4.851612640957503,-74.04899949748257,2026-05-19T06:44:40.825845,Casco urbano de Chía
Hurto,Dos sujetos parecían sospechosos a un ciudadano en vía pública,bajo,4.8795697,-74.0433843,2026-05-07T00:44:40.827840,
Vandalismo,Un tipo merodeaban a varias personas en zona residencial,bajo,4.893813529434213,-74.01575121051049,2026-05-19T06:44:40.830844,Yerbabuena
Vandalismo,Un ladrón merodeaban a un estudiante frente a un comercio,bajo,4.865204586252925,-74.05449058174877,2026-05-11T04:44:40.834641,Casco urbano de Chía
Vandalismo,Un hombre hicieron ruido a un ciudadano frente a un comercio,bajo,42.5206948,0.465951,2026-05-08T23:44:40.836933,
Hurto,Un ladrón parecían sospechosos a una mujer frente a un comercio,bajo,4.865147092598348,-74.05185380236952,2026-05-04T03:44:40.839036,Casco urbano de Chía
Comportamiento sospechoso,Un ladrón hicieron ruido a una mujer en vía pública,bajo,4.8795697,-74.0433843,2026-05-13T12:44:40.842585,
Otro,Un ladrón parecían sospechosos a varias personas frente a un comercio,bajo,4.8376128,-74.0597532,2026-05-04T05:44:40.845580,
Vandalismo,Un grupo de personas parecían sospechosos a una mujer en zona residencial,bajo,4.902241201797819,-73.98998467951562,2026-05-03T17:44:40.848608,Yerbabuena
Hurto,Un ladrón merodeaban a un ciudadano cerca del parque,bajo,42.54260594387242,0.44626629906767584,2026-05-07T14:44:40.850616,Chía
Vandalismo,Un grupo de personas hicieron ruido a varias personas en vía pública,bajo,4.865443743048819,-74.07116183128167,2026-05-09T10:44:40.854609,Fonquetá
Comportamiento sospechoso,Un grupo de personas hicieron ruido a una mujer en zona residencial,bajo,4.8504598,-74.0792694,2026-05-12T18:44:40.856608,
Otro,Un hombre merodeaban a una mujer en zona residencial,bajo,4.8376128,-74.0597532,2026-04-22T16:44:40.859612,
Comportamiento sospechoso,Un tipo hicieron ruido a una mujer en zona residencial,bajo,4.8634708,-74.0766704,2026-05-18T16:44:40.861613,
Vandalismo,Un tipo parecían sospechosos a un estudiante frente a un comercio,bajo,4.8733286,-74.071861,2026-05-08T11:44:40.864609,
Otro,Un ladrón parecían sospechosos a varias personas cerca del parque,bajo,4.868501447334555,-74.00523643726203,2026-05-14T15:44:40.867610,Yerbabuena
Comportamiento sospechoso,Un hombre merodeaban a varias personas cerca del parque,bajo,4.857759969262294,-74.01948519775618,2026-04-29T13:44:40.870610,Fusca
Comportamiento sospechoso,Dos sujetos parecían sospechosos a varias personas frente a un comercio,bajo,4.8660334,-74.0306281,2026-04-23T03:44:40.873611,
Hurto,Un hombre parecían sospechosos a una mujer frente a un comercio,bajo,4.8376128,-74.0597532,2026-05-15T07:44:40.875610,
Hurto,Un ladrón merodeaban a un estudiante cerca del parque,bajo,4.873532667549857,-74.03381886319677,2026-05-16T07:44:40.878610,Bojacá
Vandalismo,Un grupo de personas parecían sospechosos a una mujer frente a un comercio,bajo,4.889641099076742,-74.0544380385143,2026-04-28T18:44:40.880616,Fagua
Comportamiento sospechoso,Un hombre merodeaban a varias personas en zona residencial,bajo,4.8816198,-74.0717415,2026-05-09T21:44:40.882618,
Vandalismo,Dos sujetos hicieron ruido a un ciudadano en vía pública,bajo,4.8660334,-74.0306281,2026-05-02T13:44:40.884614,
Hurto,Un tipo merodeaban a un estudiante en zona residencial,bajo,4.8634708,-74.0766704,2026-05-15T08:44:40.886618,
Vandalismo,Un tipo parecían sospechosos a un ciudadano en vía pública,bajo,4.8518708648644875,-74.07198808485433,2026-05-14T06:44:40.888613,Cerca de Piedra
Otro,Un grupo de personas merodeaban a una mujer cerca del parque,bajo,4.849478129617201,-74.08848244255623,2026-05-17T17:44:40.891611,Fonquetá
Otro,Un ladrón parecían sospechosos a un ciudadano en vía pública,bajo,4.8376128,-74.0597532,2026-05-11T20:44:40.893607,
Vandalismo,Un grupo de personas merodeaban a un ciudadano en zona residencial,bajo,4.8504598,-74.0792694,2026-05-07T18:44:40.895654,
Hurto,Un grupo de personas hicieron ruido a un ciudadano cerca del parque,bajo,4.850366692894533,-74.07183092347059,2026-05-20T22:44:40.897179,Cerca de Piedra
Otro,Un tipo hicieron ruido a un ciudadano cerca del parque,bajo,4.859318290581525,-74.00379147363691,2026-05-21T23:44:40.902647,Yerbabuena
Comportamiento sospechoso,Un tipo merodeaban a un ciudadano en vía pública,bajo,4.8816198,-74.0717415,2026-05-14T16:44:40.904645,
Otro,Un grupo de personas parecían sospechosos a un ciudadano en zona residencial,bajo,4.869566778255386,-74.0173774635196,2026-05-15T14:44:40.906655,Yerbabuena
Otro,Dos sujetos hicieron ruido a una mujer frente a un comercio,bajo,4.84318792554059,-74.07923990269009,2026-05-06T15:44:40.909302,Cerca de Piedra
Otro,Un ladrón hicieron ruido a una mujer frente a un comercio,bajo,4.8885920157850276,-74.05514709025788,2026-05-10T12:44:40.912303,Fagua
Comportamiento sospechoso,Un grupo de personas merodeaban a una mujer en vía pública,bajo,4.8612776,-74.0601998,2026-04-25T12:44:40.915307,
Vandalismo,Un grupo de personas merodeaban a una mujer en zona residencial,bajo,4.8816198,-74.0717415,2026-05-16T22:44:40.918304,
Hurto,Dos sujetos parecían sospechosos a un estudiante cerca del parque,bajo,4.8612776,-74.0601998,2026-05-03T03:44:40.921305,
Comportamiento sospechoso,Un ladrón merodeaban a un ciudadano en zona residencial,bajo,4.865747876619688,-74.03374498288724,2026-04-28T18:44:40.925304,Bojacá
Comportamiento sospechoso,Un tipo merodeaban a un estudiante en zona residencial,bajo,4.8354965061950175,-74.04337759097571,2026-04-23T22:44:40.928303,Fusca
Vandalismo,Un hombre merodeaban a varias personas en vía pública,bajo,4.8504598,-74.0792694,2026-05-14T12:44:40.931302,
Vandalismo,Un ladrón merodeaban a un estudiante frente a un comercio,bajo,4.8816198,-74.0717415,2026-05-18T00:44:40.934446,
Vandalismo,Un grupo de personas merodeaban a una mujer en zona residencial,bajo,4.8376128,-74.0597532,2026-04-23T22:44:40.936473,
Otro,Un grupo de personas parecían sospechosos a un estudiante en vía pública,bajo,4.846747456683836,-74.08587440060552,2026-04-28T06:44:40.939506,Cerca de Piedra
Vandalismo,Un tipo merodeaban a un estudiante en vía pública,bajo,4.845009999361148,-74.03187541926961,2026-04-29T09:44:40.942508,Fusca
Vandalismo,Dos sujetos merodeaban a varias personas cerca del parque,bajo,4.826583549007419,-74.01502540379438,2026-05-22T06:44:40.945508,Chía
Comportamiento sospechoso,Un tipo hicieron ruido a un ciudadano cerca del parque,bajo,4.887075552014909,-74.03282729857577,2026-05-12T19:44:40.952506,Bojacá
Comportamiento sospechoso,Un tipo hicieron ruido a un ciudadano cerca del parque,bajo,4.8795697,-74.0433843,2026-04-30T04:44:40.954505,
Otro,Un hombre parecían sospechosos a un estudiante cerca del parque,bajo,4.8419477,-74.0227978,2026-05-18T22:44:40.956506,
Otro,Un ladrón hicieron ruido a un ciudadano en vía pública,bajo,4.8660334,-74.0306281,2026-04-29T23:44:40.958510,
Hurto,Dos sujetos hicieron ruido a una mujer en zona residencial,bajo,4.8340005639831585,-74.06977190129096,2026-05-06T15:44:40.962509,La Balsa
Comportamiento sospechoso,Un ladrón merodeaban a una mujer en zona residencial,bajo,4.8795697,-74.0433843,2026-05-10T06:44:40.964505,
Hurto,Dos sujetos hicieron ruido a varias personas frente a un comercio,bajo,4.886374817846147,-74.07441457675742,2026-04-25T02:44:40.966995,Tiquiza
Vandalismo,Un hombre parecían sospechosos a un ciudadano cerca del parque,bajo,4.8612776,-74.0601998,2026-05-16T19:44:40.968995,
Otro,Un hombre parecían sospechosos a varias personas en vía pública,bajo,42.5206948,0.465951,2026-05-20T06:44:40.970995,
Vandalismo,Dos sujetos hicieron ruido a varias personas en zona residencial,bajo,4.848609858480885,-74.08872870627677,2026-05-16T07:44:40.973162,Fonquetá
Hurto,Dos sujetos parecían sospechosos a una mujer cerca del parque,bajo,4.867128504804546,-74.05963156684193,2026-04-24T21:44:40.976161,Casco urbano de Chía
Hurto,Un grupo de personas parecían sospechosos a una mujer cerca del parque,bajo,4.82754777725075,-74.02579343894932,2026-04-27T18:44:40.978166,Chía
Otro,Un hombre merodeaban a una mujer en zona residencial,bajo,4.8951559,-74.0639061,2026-05-17T14:44:40.980161,
Otro,Un ladrón merodeaban a un ciudadano en vía pública,bajo,4.8504598,-74.0792694,2026-05-08T17:44:40.982165,
Hurto,Un tipo hicieron ruido a una mujer en zona residencial,bajo,4.8660334,-74.0306281,2026-05-18T03:44:40.986162,
Vandalismo,Dos sujetos hicieron ruido a varias personas en vía pública,bajo,4.874395,-74.0044445,2026-05-06T23:44:40.989162,
Comportamiento sospechoso,Un hombre merodeaban a una mujer frente a un comercio,bajo,4.8733286,-74.071861,2026-05-15T14:44:40.992163,
Hurto,Dos sujetos hicieron ruido a una mujer cerca del parque,bajo,4.8951559,-74.0639061,2026-05-10T15:44:40.995163,
Otro,Un grupo de personas parecían sospechosos a una mujer frente a un comercio,bajo,42.5229728672255,0.4776387055628306,2026-05-13T12:44:40.998164,Chía
Hurto,Dos sujetos parecían sospechosos a una mujer en vía pública,bajo,4.837700846601271,-74.07838644441556,2026-05-11T06:44:41.001164,La Balsa
Comportamiento sospechoso,Un hombre hicieron ruido a un ciudadano en vía pública,bajo,4.867562494798933,-74.00186159815189,2026-05-06T01:44:41.005164,Chía
Vandalismo,Un ladrón merodeaban a una mujer cerca del parque,bajo,4.830730528166883,-74.02268663533543,2026-05-13T08:44:41.007163,Fusca
Vandalismo,Dos sujetos hicieron ruido a un ciudadano en zona residencial,bajo,4.8504598,-74.0792694,2026-05-19T23:44:41.010692,
Vandalismo,Un tipo merodeaban a varias personas cerca del parque,bajo,4.879295515097854,-74.04127074474742,2026-04-29T06:44:41.013217,Casco urbano de Calahorra
Otro,Dos sujetos merodeaban a un ciudadano cerca del parque,bajo,4.8634708,-74.0766704,2026-05-14T23:44:41.016443,
Hurto,Un grupo de personas parecían sospechosos a un estudiante cerca del parque,bajo,4.894107414766456,-74.07952257630768,2026-05-11T18:44:41.018948,Chía
Vandalismo,Un tipo merodeaban a varias personas cerca del parque,bajo,4.8504598,-74.0792694,2026-04-24T07:44:41.020949,
Otro,Dos sujetos hicieron ruido a un estudiante en vía pública,bajo,42.5206948,0.465951,2026-04-28T06:44:41.024416,
Otro,Dos sujetos parecían sospechosos a un ciudadano frente a un comercio,bajo,42.539211295842016,0.42815873705455393,2026-05-03T01:44:41.027414,Chía
Otro,Un hombre merodeaban a un estudiante en zona residencial,bajo,4.894146779455435,-74.07917984138564,2026-05-14T15:44:41.030656,Tiquiza
Hurto,Un grupo de personas parecían sospechosos a una mujer frente a un comercio,bajo,4.847036839372138,-74.07837576099513,2026-04-25T17:44:41.033416,Cerca de Piedra
Hurto,Un hombre parecían sospechosos a un ciudadano cerca del parque,bajo,42.50755139954612,0.45160445204456307,2026-05-05T13:44:41.035433,Chía
Otro,Un tipo parecían sospechosos a un estudiante frente a un comercio,bajo,4.8816198,-74.0717415,2026-05-17T11:44:41.038433,
Otro,Un grupo de personas parecían sospechosos a una mujer en zona residencial,bajo,4.8504598,-74.0792694,2026-05-09T12:44:41.041432,
Vandalismo,Un hombre merodeaban a varias personas en vía pública,bajo,4.8376128,-74.0597532,2026-05-05T14:44:41.045482,
Vandalismo,Dos sujetos merodeaban a un ciudadano en zona residencial,bajo,4.8733286,-74.071861,2026-05-12T07:44:41.048081,
Otro,Un ladrón hicieron ruido a un ciudadano cerca del parque,bajo,4.8951559,-74.0639061,2026-05-07T17:44:41.051124,
Hurto,Dos sujetos merodeaban a un estudiante en zona residencial,bajo,4.8612776,-74.0601998,2026-05-18T20:44:41.054123,
Otro,Dos sujetos hicieron ruido a varias personas cerca del parque,bajo,4.8634708,-74.0766704,2026-04-24T10:44:41.057125,
Comportamiento sospechoso,Un hombre hicieron ruido a un ciudadano en vía pública,bajo,4.8660334,-74.0306281,2026-04-23T11:44:41.060120,
Otro,Un hombre merodeaban a varias personas cerca del parque,bajo,4.8504598,-74.0792694,2026-05-14T11:44:41.063124,
Hurto,Un ladrón hicieron ruido a una mujer en zona residencial,bajo,4.8644533357709685,-74.03102971403386,2026-05-08T15:44:41.065122,Bojacá
Hurto,Un grupo de personas parecían sospechosos a un ciudadano cerca del parque,bajo,4.861941066185215,-74.086375475783,2026-05-18T22:44:41.067122,Fonquetá
Vandalismo,Un tipo parecían sospechosos a un estudiante cerca del parque,bajo,4.8419477,-74.0227978,2026-05-12T16:44:41.069656,
Comportamiento sospechoso,Un tipo merodeaban a varias personas en vía pública,bajo,4.854614926134905,-74.02383666125216,2026-04-27T07:44:41.072651,Fusca
Otro,Un tipo merodeaban a varias personas frente a un comercio,bajo,4.831410858153635,-74.03317187129873,2026-05-09T10:44:41.074655,Fusca
Hurto,Un hombre merodeaban a una mujer cerca del parque,bajo,4.868827285393132,-74.0675072418716,2026-05-09T19:44:41.077651,Tiquiza
Vandalismo,Un ladrón hicieron ruido a una mujer frente a un comercio,bajo,4.841922318900286,-74.00699187007055,2026-05-15T16:44:41.079652,Chía
Comportamiento sospechoso,Un hombre hicieron ruido a un estudiante cerca del parque,bajo,4.847639509584938,-74.0472450526904,2026-04-23T16:44:41.082657,La Balsa
Vandalismo,Un ladrón merodeaban a un estudiante en vía pública,bajo,4.8376128,-74.0597532,2026-05-04T12:44:41.085656,
Otro,Un tipo merodeaban a una mujer en zona residencial,bajo,4.843118556449023,-74.08002653592173,2026-05-17T16:44:41.088656,Cerca de Piedra
Otro,Un tipo merodeaban a un estudiante cerca del parque,bajo,4.844828084909646,-74.08243310542336,2026-05-20T07:44:41.092656,Cerca de Piedra
Vandalismo,Un grupo de personas parecían sospechosos a una mujer en vía pública,bajo,4.8504598,-74.0792694,2026-05-04T04:44:41.095655,
Otro,Un hombre parecían sospechosos a un ciudadano frente a un comercio,bajo,4.850808316616948,-74.07930817970207,2026-05-02T03:44:41.098655,Cerca de Piedra
Comportamiento sospechoso,Dos sujetos parecían sospechosos a un ciudadano frente a un comercio,bajo,4.8504598,-74.0792694,2026-05-07T09:44:41.101656,
Hurto,Un ladrón merodeaban a un estudiante frente a un comercio,bajo,4.876203989336288,-74.04272121372382,2026-05-11T15:44:41.104657,Casco urbano de Calahorra
Hurto,Dos sujetos parecían sospechosos a un ciudadano en zona residencial,bajo,4.898496403336524,-74.06200633917287,2026-05-02T22:44:41.108820,Fagua
Vandalismo,Un hombre merodeaban a un ciudadano cerca del parque,bajo,4.8289354822199195,-74.04100513909222,2026-04-26T10:44:41.141143,Fusca
Vandalismo,Un tipo parecían sospechosos a una mujer en zona residencial,bajo,4.8951559,-74.0639061,2026-05-01T16:44:41.143492,
Comportamiento sospechoso,Un tipo merodeaban a un ciudadano en zona residencial,bajo,4.8660334,-74.0306281,2026-05-13T01:44:41.145530,
Hurto,Un hombre parecían sospechosos a un estudiante en vía pública,bajo,4.874395,-74.0044445,2026-05-15T04:44:41.146632,
Hurto,Un hombre hicieron ruido a un estudiante frente a un comercio,bajo,4.8660334,-74.0306281,2026-05-06T12:44:41.148938,
Comportamiento sospechoso,Un grupo de personas parecían sospechosos a varias personas frente a un comercio,bajo,4.8733286,-74.071861,2026-05-13T23:44:41.150026,
Comportamiento sospechoso,Un grupo de personas merodeaban a varias personas frente a un comercio,bajo,4.91514547419219,-74.00409250603042,2026-04-30T18:44:41.153311,Chía
Otro,Un grupo de personas hicieron ruido a un estudiante en vía pública,bajo,4.8733286,-74.071861,2026-05-15T01:44:41.155311,
Otro,Un grupo de personas parecían sospechosos a una mujer en zona residencial,bajo,4.87062862744101,-74.02919393052441,2026-04-29T18:44:41.159311,Yerbabuena
Vandalismo,Un hombre parecían sospechosos a un ciudadano cerca del parque,bajo,4.879326108105958,-74.05936020615103,2026-04-30T20:44:41.162507,Tiquiza
Comportamiento sospechoso,Un grupo de personas merodeaban a varias personas cerca del parque,bajo,4.857053189427964,-74.06245184242871,2026-05-16T10:44:41.165508,Casco urbano de Chía
Otro,Dos sujetos parecían sospechosos a un estudiante en zona residencial,bajo,4.8612776,-74.0601998,2026-04-27T12:44:41.167506,
Comportamiento sospechoso,Dos sujetos merodeaban a varias personas cerca del parque,bajo,4.854501372086596,-73.99833568038986,2026-05-19T02:44:41.169505,Yerbabuena
Hurto,Dos sujetos parecían sospechosos a una mujer cerca del parque,bajo,42.5206948,0.465951,2026-05-20T06:44:41.172510,
Otro,Un tipo parecían sospechosos a un ciudadano frente a un comercio,bajo,4.874395,-74.0044445,2026-04-28T07:44:41.175508,
Otro,Un ladrón hicieron ruido a un ciudadano frente a un comercio,bajo,4.8951559,-74.0639061,2026-05-13T11:44:41.179101,
Hurto,Un hombre parecían sospechosos a varias personas en zona residencial,bajo,42.53177207290769,0.44400900832649476,2026-05-09T18:44:41.181264,Chía
Otro,Dos sujetos hicieron ruido a una mujer en zona residencial,bajo,4.877812259149739,-74.00237328863673,2026-05-02T01:44:41.183631,Yerbabuena
Comportamiento sospechoso,Un tipo merodeaban a una mujer en vía pública,bajo,4.901187583139816,-74.06829430585395,2026-05-17T11:44:41.186625,Fagua
Comportamiento sospechoso,Un tipo hicieron ruido a varias personas en zona residencial,bajo,4.880997932543962,-73.99726717968831,2026-05-07T08:44:41.189625,Chía
